ΒΗΘΛΕΕΜ                       ,F
ΒΗΣΣΑΡΙΑ                      ,F
ΒΗΣΣΑΡΙΟΣ                     ,M
ΒΗΣΣΑΡΙΩΝ                     ,M
ΒΙΚΕΝΤΙΑ                      ,F
ΒΙΚΤΩΡ                        ,M
ΒΙΚΤΩΡΙΑ                      ,F
ΒΙΚΥ                          ,F
ΒΙΛΕΛΜΙΝΗ                     ,F
ΒΙΟΛΕΤΤΑ                      ,F
ΒΙΡΓΙΝΙΑ                      ,F
ΒΛΑΔΙΜΗΡΟΣ                    ,M
ΒΛΑΣΙΑ                        ,F
ΒΛΑΣΙΟΣ                       ,M
ΒΥΡΩΝ                         ,M
ΓΑΒΡΙΗΛ                       ,M
ΓΑΛΑΤΕΙΑ                      ,F
ΓΑΛΗΝΗ                        ,F
ΓΑΡΟΥΦΑΛΙΑ                    ,F
ΓΑΡΥΦΑΛΙΑ                     ,F
ΓΑΡΥΦΑΛΛΙΑ                    ,F
ΓΕΝΟΒΕΦΑ                      ,F
ΓΕΡΑΚΙΝΑ                      ,F
ΓΕΡΑΣΙΜΗ                      ,F
ΓΕΡΑΣΙΜΙΑ                     ,F
ΓΕΡΑΣΙΜΙΝΑ                    ,F
ΓΕΡΑΣΙΜΟΣ                     ,M
ΓΕΡΑΣΙΜΟΥΛΑ                   ,F
ΓΕΣΘΗΜΑΝΗ                     ,F
ΓΕΩΡΓΙΑ                       ,F
ΓΕΩΡΓΙΟΣ                      ,M
ΓΙΑΣΕΜΗ                       ,F
ΓΙΟΛΑΝΤΑ                      ,F
ΓΙΟΥΛΑ                        ,F
ΓΚΟΛΦΩ                        ,F
ΓΛΥΚΕΡΙΑ                      ,F
ΓΟΥΛΙΕΛΜΟΣ                    ,M
ΓΡΑΜΜΑΤΗ                      ,F
ΓΡΑΜΜΑΤΙΑ                     ,F
ΓΡΑΜΜΑΤΙΚΗ                    ,F
ΓΡΑΜΜΑΤΟΥΛΑ                   ,F
ΓΡΗΓΟΡΙΑ                      ,F
ΓΡΗΓΟΡΙΟΣ                     ,M
ΔΑΜΙΑΝΟΣ                      ,M
ΔΑΝΑΗ                         ,F
ΔΑΝΙΕΛΑ                       ,F
ΔΑΝΙΗΛ                        ,M
ΔΑΥΪΔ                         ,M
ΔΑΦΝΗ                         ,F
ΔΕΣΠΟΙΝΑ                      ,F
ΔΕΣΠΩ                         ,F
ΔΗΜΗΤΡΑ                       ,F
ΔΗΜΗΤΡΙΑ                      ,F
ΔΗΜΗΤΡΙΟΣ                     ,M
ΔΗΜΟΚΡΙΤΟΣ                    ,M
ΔΗΜΟΣ                         ,M
ΔΗΜΟΥΛΑ                       ,F
ΔΙΑΛΕΚΤΗ                      ,F
ΔΙΑΛΕΧΤΗ                      ,F
ΔΙΑΜΑΝΤΗ                      ,F
ΔΙΑΜΑΝΤΗΣ                     ,M
ΔΙΑΜΑΝΤΙΝΑ                    ,F
ΔΙΑΜΑΝΤΟΥΛΑ                   ,F
ΔΙΑΜΑΝΤΩ                      ,F
ΔΙΑΝΑ                         ,F
ΔΙΚΑΙΑ                        ,F
ΔΙΟΓΕΝΗΣ                      ,M
ΔΙΟΜΗ                         ,F
ΔΙΟΝΥΣΙΑ                      ,F
ΔΙΟΝΥΣΙΟΣ                     ,M
ΔΟΜΗΝΙΚΗ                      ,F
ΔΟΜΝΑ                         ,F
ΔΟΜΝΙΚΗ                       ,F
ΔΟΝΑΤΟΣ                       ,M
ΔΟΞΑ                          ,F
ΔΟΥΚΙΣΣΑ                      ,F
ΔΡΟΣΙΑ                        ,F
ΔΡΟΣΟΣ                        ,M
ΔΡΟΣΟΥΛΑ                      ,F
ΔΩΡΟΘΕΑ                       ,F
ΕΔΟΥΑΡΔΟΣ                     ,M
ΕΙΡΗΝΑΙΟΣ                     ,M
ΕΙΡΗΝΗ                        ,F
ΕΚΤΩΡ                         ,M
ΕΛΒΙΡΑ                        ,F
ΕΛΕΑΝΑ                        ,F
ΕΛΕΑΝΝΑ                       ,F
ΕΛΕΝΑ                         ,F
ΕΛΕΝΗ                         ,F
ΕΛΕΟΝΩΡΑ                      ,F
ΕΛΕΥΘΕΡΙΑ                     ,F
ΕΛΕΥΘΕΡΙΟΣ                    ,M
ΕΛΕΩΝΟΡΑ                      ,F
ΕΛΙΑ                          ,F
ΕΛΙΖΑ                         ,F
ΕΛΙΝΑ                         ,F
ΕΛΙΣΑΒΕΤ                      ,F
ΕΛΙΣΣΑΙΟΣ                     ,M
ΕΛΛΑΔΑ                        ,F
ΕΛΛΗ                          ,F
ΕΛΠΙΔΑ                        ,F
ΕΛΠΙΝΙΚΗ                      ,F
ΕΜΜΑΝΟΥΕΛΑ                    ,F
ΕΜΜΑΝΟΥΗΛ                     ,M
ΕΜΜΕΛΕΙΑ                      ,F
ΕΜΟΡΦΙΑ                       ,F
ΕΜΟΡΦΙΛΗ                      ,F
ΕΠΑΜΕΙΝΩΝΔΑΣ                  ,M
ΕΠΙΣΤΗΜΗ                      ,F
ΕΡΑΣΜΙΑ                       ,F
ΕΡΑΤΩ                         ,F
ΕΡΗ                           ,F
ΕΡΙΦΙΛΗ                       ,F
ΕΡΙΦΥΛΗ                       ,F
ΕΡΙΦΥΛΛΗ                      ,F
ΕΡΜΙΝΑ                        ,F
ΕΡΜΙΟΝΗ                       ,F
ΕΡΜΟΛΑΟΣ                      ,M
ΕΡΡΙΚΑ                        ,F
ΕΡΡΙΚΟΣ                       ,M
ΕΡΣΗ                          ,F
ΕΡΩΦΙΛΗ                       ,F
ΕΥΑ                           ,F
ΕΥΑΓΓΕΛΗ                      ,F
ΕΥΑΓΓΕΛΙΑ                     ,F
ΕΥΑΓΓΕΛΟΣ                     ,M
ΕΥΑΝΘΙΑ                       ,F
ΕΥΒΟΙΑ                        ,F
ΕΥΓΕΝΙΑ                       ,F
ΕΥΓΕΝΙΟΣ                      ,M
ΕΥΔΟΚΙΑ                       ,F
ΕΥΔΟΞΙΑ                       ,F
ΕΥΔΟΞΙΟΣ                      ,M
ΕΥΘΑΛΕΙΑ                      ,F
ΕΥΘΑΛΙΑ                       ,F
ΕΥΘΥΜΙΑ                       ,F
ΕΥΘΥΜΙΟΣ                      ,M
ΕΥΚΛΕΙΑ                       ,F
ΕΥΛΑΒΙΑ                       ,F
ΕΥΛΑΛΙΑ                       ,F
ΕΥΛΑΜΠΙΑ                      ,F
ΕΥΜΟΡΦΙΑ                      ,F
ΕΥΜΟΡΦΙΛΗ                     ,F
ΕΥΠΡΑΞΙΑ                      ,F
ΕΥΡΙΔΙΚΗ                      ,F
ΕΥΡΙΚΛΕΙΑ                     ,F
ΕΥΡΙΠΙΔΗΣ                     ,M
ΕΥΡΥΔΙΚΗ                      ,F
ΕΥΡΥΚΛΕΙΑ                     ,F
ΕΥΡΩΠΗ                        ,F
ΕΥΣΕΒΕΙΑ                      ,F
ΕΥΣΕΒΙΑ                       ,F
ΕΥΣΤΑΘΙΑ                      ,F
ΕΥΣΤΑΘΙΟΣ                     ,M
ΕΥΣΤΡΑΤΙΑ                     ,F
ΕΥΣΤΡΑΤΙΟΣ                    ,M
ΕΥΤΕΡΠΗ                       ,F
ΕΥΤΥΧΙΑ                       ,F
ΕΥΤΥΧΙΟΣ                      ,M
ΕΥΦΗΜΙΑ                       ,F
ΕΥΦΡΑΞΙΑ                      ,F
ΕΥΦΡΟΣΥΝΗ                     ,F
ΕΥΧΑΡΙΣ                       ,F
ΕΦΗ                           ,F
ΖΑΪΡΑ                         ,F
ΖΑΚΕΛΙΝΑ                      ,F
ΖΑΚΛΙΝ                        ,F
ΖΑΜΠΕΤΑ                       ,F
ΖΑΜΠΙΑ                        ,F
ΖΑΝΝΗΣ                        ,M
ΖΑΡΙΦΗΣ                       ,M
ΖΑΦΕΙΡΑ                       ,F
ΖΑΦΕΙΡΙΑ                      ,F
ΖΑΦΕΙΡΙΟΣ                     ,M
ΖΑΦΕΙΡΟΥΛΑ                    ,F
ΖΑΦΕΙΡΩ                       ,F
ΖΑΧΑΡΕΝΙΑ                     ,F
ΖΑΧΑΡΙΑΣ                      ,M
ΖΑΧΑΡΟΥΛΑ                     ,F
ΖΑΧΑΡΩ                        ,F
ΖΗΝΟΒΙΑ                       ,F
ΖΗΝΩΝ                         ,M
ΖΗΣΗΣ                         ,M
ΖΗΣΙΜΟΣ                       ,M
ΖΟΥΜΠΟΥΛΙΑ                    ,F
ΖΩΓΡΑΦΙΑ                      ,F
ΖΩΓΡΑΦΩ                       ,F
ΖΩΗ                           ,F
ΗΒΗ                           ,F
ΗΛΕΚΤΡΑ                       ,F
ΗΛΙΑ                          ,F
ΗΛΙΑΔΑ                        ,F
ΗΛΙΑΝΑ                        ,F
ΗΛΙΑΝΗ                        ,F
ΗΛΙΑΝΝΑ                       ,F
ΗΛΙΑΣ                         ,M
ΗΡΑ                           ,F
ΗΡΑΚΛΗΣ                       ,M
ΗΡΩ                           ,F
ΗΣΑΪΑ                         ,F
ΘΑΛΕΙΑ                        ,F
ΘΕΑΝΩ                         ,F
ΘΕΚΛΑ                         ,F
ΘΕΛΞΙΟΠΗ                      ,F
ΘΕΜΙΣ                         ,F
ΘΕΜΙΣΤΟΚΛΗΣ                   ,M
ΘΕΟΓΝΩΣΙΑ                     ,F
ΘΕΟΔΟΣΙΑ                      ,F
ΘΕΟΔΟΣΙΟΣ                     ,M
ΘΕΟΔΟΤΑ                       ,F
ΘΕΟΔΟΤΗ                       ,F
ΘΕΟΔΟΥΛΑ                      ,F
ΘΕΟΔΟΥΛΗ                      ,F
ΘΕΟΔΩΡΑ                       ,F
ΘΕΟΔΩΡΟΣ                      ,M
ΘΕΟΔΩΡΟΥΛΑ                    ,F
ΘΕΟΚΛΕΙΑ                      ,F
ΘΕΟΚΛΗΤΟΣ                     ,M
ΘΕΟΚΤΙΣΤΗ                     ,F
ΘΕΟΛΟΓΙΑ                      ,F
ΘΕΟΛΟΓΟΣ                      ,M
ΘΕΟΝΙΑ                        ,F
ΘΕΟΝΙΤΣΑ                      ,F
ΘΕΟΝΥΜΦΗ                      ,F
ΘΕΟΠΙΣΤΗ                      ,F
ΘΕΟΠΟΥΛΑ                      ,F
ΘΕΟΦΑΝΕΙΑ                     ,F
ΘΕΟΦΑΝΗ                       ,F
ΘΕΟΦΑΝΗΣ                      ,M
ΘΕΟΦΑΝΙΑ                      ,F
ΘΕΟΦΑΝΩ                       ,F
ΘΕΟΦΙΛΗ                       ,F
ΘΕΟΦΙΛΟΣ                      ,M
ΘΕΟΦΥΛΑΚΤΟΣ                   ,M
ΘΕΟΧΑΡΗ                       ,F
ΘΕΟΧΑΡΗΣ                      ,M
ΘΕΟΧΑΡΙΣ                      ,F
ΘΕΟΧΑΡΟΥΛΑ                    ,F
ΘΕΣΣΑΛΟΝΙΚΗ                   ,F
ΘΕΩΝΗ                         ,F
ΘΗΡΕΣΙΑ                       ,F
ΘΙΣΒΗ                         ,F
ΘΡΑΣΥΒΟΥΛΟΣ                   ,M
ΘΩΜΑΗ                         ,F
ΘΩΜΑΪΣ                        ,F
ΘΩΜΑΣ                         ,M
ΘΩΜΗ                          ,F
ΙΑΚΩΒΟΣ                       ,M
ΙΑΝΘΗ                         ,F
ΙΑΣΩΝ                         ,M
ΙΒΕΛΙΝΑ                       ,F
ΙΓΝΑΤΙΑ                       ,F
ΙΓΝΑΤΙΟΣ                      ,M
ΙΕΡΟΘΕΟΣ                      ,M
ΙΚΑΡΟΣ                        ,M
ΙΛΕΑΝΑ                        ,F
ΙΛΙΑΔΑ                        ,F
ΙΛΙΑΝΑ                        ,F
ΙΟΚΑΣΤΗ                       ,F
ΙΟΡΔΑΝΑ                       ,F
ΙΟΡΔΑΝΗΣ                      ,M
ΙΟΥΛΙΑ                        ,F
ΙΟΥΛΙΟΣ                       ,M
ΙΟΥΛΙΤΤΑ                      ,F
ΙΠΠΟΚΡΑΤΗΣ                    ,M
ΙΠΠΟΛΥΤΗ                      ,F
ΙΡΙΣ                          ,F
ΙΣΑΑΚ                         ,M
ΙΣΑΒΕΛΛΑ                      ,F
ΙΣΙΔΩΡΑ                       ,F
ΙΣΙΔΩΡΟΣ                      ,M
ΙΣΜΗΝΗ                        ,F
ΙΦΙΓΕΝΕΙΑ                     ,F
ΙΩΑΚΕΙΜ                       ,M
ΙΩΑΝΝΑ                        ,F
ΙΩΑΝΝΗΣ                       ,M
ΙΩΝ                           ,M
ΙΩΣΗΦ                         ,M
ΚΑΔΙΑΝΗ                       ,F
ΚΑΘΟΛΙΚΗ                      ,F
ΚΑΙΤΗ                         ,F
ΚΑΛΗ                          ,F
ΚΑΛΛΙΑΝΘΗ                     ,F
ΚΑΛΛΙΝΑ                       ,F
ΚΑΛΛΙΟΠΗ                      ,F
ΚΑΛΛΙΡΡΟΗ                     ,F
ΚΑΛΛΙΣΘΕΝΗ                    ,F
ΚΑΛΟΜΟΙΡΑ                     ,F
ΚΑΛΟΥΔΑ                       ,F
ΚΑΛΥΨΩ                        ,F
ΚΑΝΕΛΛΑ                       ,F
ΚΑΝΕΛΛΟΣ                      ,M
ΚΑΡΜΕΝ                        ,F
ΚΑΡΟΛΙΝΑ                      ,F
ΚΑΡΟΛΟΣ                       ,M
ΚΑΡΥΟΦΥΛΛΗΣ                   ,M
ΚΑΡΥΟΦΥΛΛΙΑ                   ,F
ΚΑΣΣΑΝΔΡΑ                     ,F
ΚΑΣΣΙΑΝΗ                      ,F
ΚΑΤΙΝΑ                        ,F
ΚΕΡΑΣΑ                        ,F
ΚΕΡΑΣΙΑ                       ,F
ΚΕΡΑΣΙΝΑ                      ,F
ΚΕΡΑΣΟΥΛΑ                     ,F
ΚΗΡΥΚΟΣ                       ,M
ΚΙΚΗ                          ,F
ΚΙΜΩΝ                         ,M
ΚΛΑΙΡΗ                        ,F
ΚΛΕΑΝΘΗ                       ,F
ΚΛΕΑΝΘΗΣ                      ,M
ΚΛΕΑΡΧΟΣ                      ,M
ΚΛΕΙΩ                         ,F
ΚΛΕΟΒΟΥΛΟΣ                    ,M
ΚΛΕΟΜΕΝΗΣ                     ,M
ΚΛΕΟΝΙΚΗ                      ,F
ΚΛΕΟΠΑΤΡΑ                     ,F
ΚΛΕΩΝ                         ,M
ΚΛΗΜΕΝΤΙΝΗ                    ,F
ΚΛΗΜΗΣ                        ,M
ΚΛΥΤΑΙΜΝΗΣΤΡΑ                 ,F
ΚΟΜΝΗΝΟΣ                      ,M
ΚΟΜΝΩ                         ,F
ΚΟΝΔΥΛΕΝΙΑ                    ,F
ΚΟΝΔΥΛΙΑ                      ,F
ΚΟΝΔΥΛΙΑ ΜΑΡΙΑ                ,F
ΚΟΡΑΛΙΑ                       ,F
ΚΟΡΙΝΑ                        ,F
ΚΟΡΙΝΝΑ                       ,F
ΚΟΡΝΗΛΙΑ                      ,F
ΚΟΡΝΗΛΙΟΣ                     ,M
ΚΟΣΜΑΣ                        ,M
ΚΡΙΣΤΙ                        ,F
ΚΡΟΥΣΤΑΛΕΝΙΑ                  ,F
ΚΡΥΣΤΑΛΙΑ                     ,F
ΚΡΥΣΤΑΛΛΕΝΙΑ                  ,F
ΚΡΥΣΤΑΛΛΗ                     ,F
ΚΡΥΣΤΑΛΛΙΑ                    ,F
ΚΡΥΣΤΑΛΛΩ                     ,F
ΚΥΒΕΛΗ                        ,F
ΚΥΠΑΡΙΣΣΙΑ                    ,F
ΚΥΡΑ                          ,F
ΚΥΡΑΝΝΑ                       ,F
ΚΥΡΑΤΣΩ                       ,F
ΚΥΡΙΑΖΗΣ                      ,M
ΚΥΡΙΑΚΗ                       ,F
ΚΥΡΙΑΚΟΣ                      ,M
ΚΥΡΙΛΛΟΣ                      ,M
ΚΥΡΟΣ                         ,M
ΚΩΝΣΤΑΝΤΙΑ                    ,F
ΚΩΝΣΤΑΝΤΙΝΑ                   ,F
ΚΩΝΣΤΑΝΤΙΝΗ                   ,F
ΚΩΝΣΤΑΝΤΙΝΙΑ                  ,F
ΚΩΝΣΤΑΝΤΙΝΟΣ                  ,M
ΚΩΝΣΤΑΝΤΟΥΛΑ                  ,F
ΚΩΣΤΟΥΛΑ                      ,F
ΛΑΖΑΡΟΣ                       ,M
ΛΑΜΠΡΑΚΗΣ                     ,M
ΛΑΜΠΡΙΑΝΑ                     ,F
ΛΑΜΠΡΙΝΗ                      ,F
ΛΑΜΠΡΟΣ                       ,M
ΛΑΟΥΡΑ                        ,F
ΛΑΣΚΑΡΙΝΑ                     ,F
ΛΑΥΡΕΝΤΙΑ                     ,F
ΛΑΥΡΕΝΤΙΟΣ                    ,M
ΛΕΑΝΔΡΟΣ                      ,M
ΛΕΪΛΑ                         ,F
ΛΕΛΟΥΔΑ                       ,F
ΛΕΜΟΝΙΑ                       ,F
ΛΕΟΝΑΡΔΟΣ                     ,M
ΛΕΥΚΗ                         ,F
ΛΕΥΚΟΘΕΑ                      ,F
ΛΕΩΝΙΔΑΣ                      ,M
ΛΗΔΑ                          ,F
ΛΗΤΩ                          ,F
ΛΙΛΙΑΝΑ                       ,F
ΛΙΝΑ                          ,F
ΛΟΥΪΖΑ                        ,F
ΛΟΥΚΑΣ                        ,M
ΛΟΥΚΙΑ                        ,F
ΛΟΥΛΟΥΔΙΑ                     ,F
ΛΥΓΕΡΗ                        ,F
ΛΥΔΙΑ                         ,F
ΛΥΚΟΥΡΓΟΣ                     ,M
ΜΑΓΔΑΛΗΝΗ                     ,F
ΜΑΓΙΟΥΛΑ                      ,F
ΜΑΙΡΗ                         ,F
ΜΑΚΑΡΙΟΣ                      ,M
ΜΑΚΡΙΝΑ                       ,F
ΜΑΛΑΜΑ                        ,F
ΜΑΛΑΜΑΤΕΝΙΑ                   ,F
ΜΑΛΑΜΑΤΗ                      ,F
ΜΑΛΑΜΩ                        ,F
ΜΑΛΒΙΝΑ                       ,F
ΜΑΝΘΑ                         ,F
ΜΑΝΙΑ                         ,F
ΜΑΝΟΥΕΛΑ                      ,F
ΜΑΝΟΥΣΟΣ                      ,M
ΜΑΝΩΛΙΑ                       ,F
ΜΑΡΓΑΡΙΤΑ                     ,F
ΜΑΡΓΑΡΙΤΗΣ                    ,M
ΜΑΡΓΑΡΩ                       ,F
ΜΑΡΓΙΤΣΑ                      ,F
ΜΑΡΘΑ                         ,F
ΜΑΡΙ                          ,F
ΜΑΡΙΑ                         ,F
ΜΑΡΙΓΟΥΛΑ                     ,F
ΜΑΡΙΓΩ                        ,F
ΜΑΡΙΕΤΤΑ                      ,F
ΜΑΡΙΚΑ                        ,F
ΜΑΡΙΛΕΝΑ                      ,F
ΜΑΡΙΝΑ                        ,F
ΜΑΡΙΝΟΣ                       ,M
ΜΑΡΙΟ                         ,M
ΜΑΡΙΟΣ                        ,M
ΜΑΡΚΕΛΛΑ                      ,F
ΜΑΡΚΟΣ                        ,M
ΜΑΡΟΥΔΑ                       ,F
ΜΑΡΟΥΔΙΑ                      ,F
ΜΑΡΟΥΛΑ                       ,F
ΜΑΡΟΥΛΗ                       ,F
ΜΑΡΟΥΛΙΑ                      ,F
ΜΑΡΟΥΛΙΩ                      ,F
ΜΑΡΟΥΣΑ                       ,F
ΜΑΡΩ                          ,F
ΜΑΤΘΑΙΟΣ                      ,M
ΜΑΤΙΝΑ                        ,F
ΜΑΤΟΥΛΑ                       ,F
ΜΑΥΡΑ                         ,F
ΜΑΥΡΕΤΑ                       ,F
ΜΑΥΡΟΥΔΗΣ                     ,M
